"","id","acronym","sc39"
"1908","249687","ADRIANA","false"
"1909","249689","DOREMI","false"
"1910","249690","CINCH","false"
"1911","249691","ERCOSAM","false"
"1912","249696","EVOL","false"
"1913","249704","ARCAS","false"
"1914","269499","ERINDA","false"
"1915","269908","SCWR-FQT","false"
"1916","269553","EPIRADBIO","false"
"1917","269565","MAX","false"
"1918","269658","CROCK","false"
"1919","269665","FREYA","false"
"1920","269672","STAR","false"
"1921","269688","SKIN","false"
"1922","269706","MATTER","false"
"1923","269718","NERIS-TP","false"
"1924","269849","IPPA","false"
"1925","269851","HARMONICS","false"
"1926","269892","ARCHER","false"
"1927","269893","ADVANCE","false"
"1928","269903","REDUPP","false"
"1929","269905","LUCOEX","false"
"1930","269906","INSOTEC","false"
"1931","269907","SMILE","false"
"1932","269912","EPI-CT","false"
"1933","269923","EURACT-NMR","false"
"1934","295421","ALISA","false"
"1935","295446","SARGEN_IV","false"
"1936","295485","SILER","false"
"1937","295487","BELBAR","false"
"1938","295513","RENEB","false"
"1939","295552","CEREBRAD","false"
"1940","295664","PELGRIMM","false"
"1941","295722","FIRST-NUCLIDES","false"
"1942","295736","SEARCH","false"
"1943","295803","JASMIN","false"
"1944","295823","PROCARDIO","false"
"1945","295825","ASGARD","false"
"1946","295826","NEWLANCER","false"
"1947","295889","SITEX","false"
"1948","295970","ANDANTE","false"
"1949","295971","HPMC","false"
"1950","295999","CORONA","false"
"1951","224607","ADAS-EU","false"
"1952","224752","FEMAS-CA","false"
"1953","227890","GRAMMAR","false"
"1954","228339","GAMMA-A","false"
"1955","228430","HIMALAYA","false"
"1956","247683","PRECISIO","false"
"1957","200234","CRUMBS IN SIGHT","false"
"1958","200327","METACANCER","false"
"1959","200481","DEVANI","false"
"1960","200515","PEMPHIGUS","false"
"1961","200549","ECOSH","false"
"1962","200605","EVA","false"
"1963","200611","MEMOSAD","false"
"1964","200620","CANCERDIP","false"
"1965","201525","AUTOCAST","false"
"1966","200641","EUROVISIONNET","false"
"1967","200647","FAD","false"
"1968","200701","DIAMAP","false"
"1969","200716","HEALTHATWORK","false"
"1970","200720","EUROSYSTEM","false"
"1971","200728","BRAINSYNC","false"
"1972","200732","HOMITB","false"
"1973","200754","GEN2PHEN","false"
"1974","200755","EUCAAD","false"
"1975","200767","APO-SYS","false"
"1976","200787","OPENTOX","false"
"1977","200800","TREAT OA","false"
"1978","200805","ARTEMIP","false"
"1979","200820","CARS EXPLORER","false"
"1980","200835","AHEAD III","false"
"1981","200859","MEGMRI","false"
"1982","200873","SPACEBRAIN","false"
"1983","200880","MARK-AGE","false"
"1984","200889","STOPPAM","false"
"1985","200923","EUROTRAPS","false"
"1986","200931","IBDASE","false"
"1987","200950","TELOMARKER","false"
"1988","201333","DECANBIO","false"
"1989","200970","WHYWEAGE","false"
"1990","200973","TB-VIR","false"
"1991","200999","STOPLATENT-TB","false"
"1992","201002","ICREL","false"
"1993","201024","ARISE","false"
"1994","201031","NANOPHOTO","false"
"1995","201032","THINC","false"
"1996","201038","EURONEUT-41","false"
"1997","201052","METAHIT","false"
"1998","201056","COMED","false"
"1999","201057","PENTA-LABNET","false"
"2000","201068","HEALTH-NCP-NET","false"
"2001","201076","NEUROPT","false"
"2002","201095","HIV ACE","false"
"2003","201099","TALOS","false"
"2004","201100","ADAPT","false"
"2005","201102","ONCOMIRS","false"
"2006","201106","SYBILLA","false"
"2007","201119","SM-BIO-POWER","false"
"2008","201142","UNICELLSYS","false"
"2009","201144","SPINAL CORD REPAIR","false"
"2010","201159","MEMOLOAD","false"
"2011","201167","EURADRENAL","false"
"2012","201169","IMECS","false"
"2013","201187","START-UP","false"
"2014","201222","PREMALSTRUCT","false"
"2015","201230","RAREDISEASEPLATFORM","false"
"2016","201279","MICROENVIMET","false"
"2017","201335","NANOTEST","false"
"2018","201342","ADAMANT","false"
"2019","201370","LUPA","false"
"2020","201379","COPACETIC","false"
"2021","201380","EURIPIDES","false"
"2022","201381","O-PTM-BIOMARKERS","false"
"2023","201412","INEF","false"
"2024","201413","ENGAGE","false"
"2025","201418","READNA","false"
"2026","201431","CATAFLU.OR","false"
"2027","201433","NGIN","false"
"2028","201438","PROSPER","false"
"2029","201439","ZF-CANCER","false"
"2030","201444","EURODSD","false"
"2031","201461","CUREHLH","false"
"2032","201472","EPIGENETIC FILM","false"
"2033","201483","TB-EURO-GEN","false"
"2034","201502","CHILD-INNOVAC","false"
"2035","201524","INTEGRIS","false"
"2036","201535","NGIDD","false"
"2037","201549","EURO-PADNET","false"
"2038","201550","HYPERGENES","false"
"2039","201569","RANGER","false"
"2040","201577","SKINSPECTION","false"
"2041","201587","ANTICARB","false"
"2042","201588","PREGVAX","false"
"2043","201590","EUNEFRON","false"
"2044","201600","MEMSTICK","false"
"2045","201601","FLUMODCONT","false"
"2046","201607","RNAFLU","false"
"2047","201608","TOBI","false"
"2048","201619","ESNATS","false"
"2049","201626","GENODISC","false"
"2050","201630","GENICA","false"
"2051","201634","FLUINHIBIT","false"
"2052","201640","SFMET","false"
"2053","201648","PROSPECTS","false"
"2054","201651","HYPERIMAGE","false"
"2055","201655","PRISMA","false"
"2056","201662","TUMIC","false"
"2057","201663","UROMOL","false"
"2058","201666","CANCERPATHWAYS","false"
"2059","201668","ATHEROREMO","false"
"2060","201676","CHD PLATFORM","false"
"2061","201678","EUCLYD","false"
"2062","201681","PREPOBEDIA","false"
"2063","201690","FAST-XDR-DETECT","false"
"2064","201714","DEVANX","false"
"2065","201716","SELECT-AND-ACT","false"
"2066","201720","PATIENTPARTNER","false"
"2067","201731","ROWER","false"
"2068","201762","NOVSEC-TB","false"
"2069","201792","FMTXCT","false"
"2070","201804","EUCILIA","false"
"2071","201823","ASIAFLUCAP","false"
"2072","201837","FLUODIAMON","false"
"2073","201842","ENCITE","false"
"2074","201862","METAFIGHT","false"
"2075","201865","GEFOS","false"
"2076","201868","DIRECT","false"
"2077","201871","FAST","false"
"2078","201880","FUN OCT","false"
"2079","201889","MALACTRES","false"
"2080","201914","PORTFASTFLU","false"
"2081","201917","PREDICT","false"
"2082","201924","EDICT","false"
"2083","201938","RESPECT","false"
"2084","201960","FLUARRAY","false"
"2085","201962","TARCC","false"
"2086","201970","BID","false"
"2087","202008","KAPPA-HEALTH","false"
"2088","202013","DIAPREPP","false"
"2089","202020","IPODD","false"
"2090","202033","FLUDRUGSTRATEGY","false"
"2091","202047","RESOLVE","false"
"2092","202054","HEALTH-TV","false"
"2093","202059","PROMARK","false"
"2094","202063","DIABIMMUNE","false"
"2095","202083","NASPANVAC","false"
"2096","202088","NEUROCYPRES","false"
"2097","202112","OPCARE9","false"
"2098","202145","TM-REST","false"
"2099","202156","TOLERAGE","false"
"2100","202162","LACTOBODY","false"
"2101","202167","NEUROGLIA","false"
"2102","202204","TISS.EU","false"
"2103","202213","EUSTROKE","false"
"2104","202222","PREDICT-IV","false"
"2105","202224","EURIPFNET","false"
"2106","202230","GENINCA","false"
"2107","202231","ATPBONE","false"
"2108","202239","POR","false"
"2109","202272","LIPIDOMICNET","false"
"2110","221952","ATLAS","false"
"2111","222008","MODEL-IN","false"
"2112","222635","AFFINITYPROTEOME","false"
"2113","222718","CONCORD","false"
"2114","222741","METOXIA","false"
"2115","222773","PEPCHIPOMICS","false"
"2116","222878","PERSIST","false"
"2117","222895","KALADRUG-R","false"
"2118","222913","DIGITAL SEQUENCING","false"
"2119","222915","EVINCI-STUDY","false"
"2120","222916","SPIDIA","false"
"2121","222918","REPLACES","false"
"2122","222925","NEUGENE","false"
"2123","222927","ENAROMATIC","false"
"2124","222936","PANACEA","false"
"2125","222943","NEUROSTEMCELL","false"
"2126","222946","HIVIND","false"
"2127","222948","CRIMALDDI","false"
"2128","222950","PROACTIVE","false"
"2129","222963","MOODINFLAME","false"
"2130","222970","HESVIC","false"
"2131","222980","BETAIMAGE","false"
"2132","222982","QUALMAT","false"
"2133","222983","PNEUMOPATH","false"
"2134","222989","STEMEXPAND","false"
"2135","222992","BRAINCAV","false"
"2136","222995","INFARCT CELL THERAPY","false"
"2137","222999","MDDANEURODEV","false"
"2138","223004","PHASE","false"
"2139","223007","STAR-T REK","false"
"2140","223024","MEPHITIS","false"
"2141","223026","NMD-CHIP","false"
"2142","223031","TROCAR","false"
"2143","223034","CHAGASEPINET","false"
"2144","223037","INTERLINKS","false"
"2145","223040","CHEARTED","false"
"2146","223044","MALSIG","false"
"2147","223048","NANOTRYP","false"
"2148","223049","MOHPROF","false"
"2149","223050","PILGRIM","false"
"2150","223057","GIPIO","false"
"2151","223059","AMPHORA","false"
"2152","223060","NEUROSIS","false"
"2153","222994","ATOME","true"
"2154","223071","COURAGE IN EUROPE","false"
"2155","223075","MEDCHAMPS","false"
"2156","223077","NEUROPRO","false"
"2157","223083","APRES","false"
"2158","223091","SEYLE","false"
"2159","223098","OPTISTEM","false"
"2160","223101","ANTIPATHOGN","false"
"2161","223102","ENBREC","false"
"2162","223105","MENTDIS_ICF65+","false"
"2163","223111","CAREPNEUMO","false"
"2164","223115","SHELTER","false"
"2165","223123","EQUITY-LA","false"
"2166","223126","OPTIMALVAC","false"
"2167","223131","CHAIN","false"
"2168","223137","FUTURESYSBIO","false"
"2169","223138","OSPI-EUROPE","false"
"2170","223151","INFLA-CARE","false"
"2171","223153","EIS","false"
"2172","223154","GP-TCM","false"
"2173","223156","RETICIRC","false"
"2174","223158","03K","false"
"2175","223166","HEFPA","false"
"2176","223175","COGS","false"
"2177","223188","CANCERSYS","false"
"2178","223189","LEISHDNAVAX","false"
"2179","223210","CISSTEM","false"
"2180","223211","CEED3","false"
"2181","223226","PHARVAT","false"
"2182","223234","INCOMB","false"
"2183","223236","CASCADE","false"
"2184","223238","TRYPOBASE","false"
"2185","223241","ANOPOPAGE","false"
"2186","223243","PEPLASER","false"
"2187","223248","HSREPP","false"
"2188","223252","GRADIENT","false"
"2189","223254","ENERGY","false"
"2190","223262","NEUROXSYS","false"
"2191","223298","PURSTEM","false"
"2192","223300","EURODRG","false"
"2193","223317","LIV-ES","false"
"2194","223323","PPACTE","false"
"2195","223326","EUROV1SION","false"
"2196","223328","GAMEXP","false"
"2197","223335","NOSTRESS","false"
"2198","223340","TBSUSGENT","false"
"2199","223341","RAPSODI","false"
"2200","223344","HITT-2008","false"
"2201","223355","ENCE-CF-LAM-LTX","false"
"2202","223367","MULTIMOD","false"
"2203","223372","CARDIOCELL","false"
"2204","223373","EUCO-NET","false"
"2205","223378","HIPERDART","false"
"2206","223383","HEALTH PROMETHEUS","false"
"2207","223388","MITOTARGET","false"
"2208","223401","LOULLA&PHILLA","false"
"2209","223404","MASTERSWITCH","false"
"2210","223409","HANDOVER","false"
"2211","223411","PSIMEX","false"
"2212","223414","LEISHDRUG","false"
"2213","223423","PSYCHCNVS","false"
"2214","223424","LINNEAUS EURO -PC","false"
"2215","223427","SCHIZDX","false"
"2216","223431","DIVINOCELL","false"
"2217","223445","AAVEYE","false"
"2218","223450","MITIN","false"
"2219","223451","PHAGOSYS","false"
"2220","223461","AEROPATH","false"
"2221","223473","BRIDGE","false"
"2222","223410","BEST-STEM CELLS","true"
"2223","223485","PLURISYS","false"
"2224","223487","CREATE","false"
"2225","223488","TEMPEST","false"
"2226","223489","MOLPARK","false"
"2227","223497","SAGHE","false"
"2228","223498","EMPERIE","false"
"2229","223501","EQUITABLE","false"
"2230","223524","PLASTICISE","false"
"2231","223532","INYVAX","false"
"2232","223533","HISCREENDIAG","false"
"2233","223539","PHENOXIGEN","false"
"2234","223545","MISMATCH2MODEL","false"
"2235","223566","MONITORING MEDICINES","false"
"2236","223575","TRIREME","false"
"2237","223576","MYOAGE","false"
"2238","223581","PRD COLLEGE","false"
"2239","223585","HYPERDIFF","false"
"2240","223590","PAIN-OUT","false"
"2241","223592","I-DCC","false"
"2242","223600","PAPA","false"
"2243","223601","MALVECBLOK","false"
"2244","223608","IFNACTION","false"
"2245","223614","TINN","false"
"2246","223615","DOPPLER-CIP","false"
"2247","223630","DIAMARK","false"
"2248","223646","FIRE","false"
"2249","223654","OTC SOCIOMED","false"
"2250","223670","NABATIVI","false"
"2251","223678","CHIBCHA","false"
"2252","223679","FUTURAGE","false"
"2253","223681","TB PAN-NET","false"
"2254","223692","CHERISH","false"
"2255","223711","EURO-URHIS 2","false"
"2256","211713","EPILEPSIAE","false"
"2257","211806","EUROTRAINING","false"
"2258","211887","PHYDYAS","false"
"2259","211998","AWISSENET","false"
"2260","212154","HAVE-IT","false"
"2261","212352","ALPHA","false"
"2262","212814","SCY","false"
"2263","213031","ISURF","false"
"2264","213322","GENESYS","false"
"2265","213339","ALLOW","false"
"2266","213349","3DPHONE","false"
"2267","213467","ROSATTE","false"
"2268","213531","SECURESCM","false"
"2269","213609","SINGLE","false"
"2270","213696","4NEM","false"
"2271","213708","AEVIOM","false"
"2272","213845","EMIME","false"
"2273","213876","COMMIUS","false"
"2274","213952","MIMAX","false"
"2275","213967","PANORAMA","false"
"2276","214009","OMP","false"
"2277","214063","SEA","false"
"2278","214089","EMOBILITY CA","false"
"2279","214157","EUROPRACTICE IC4","false"
"2280","214158","DEPLOY","false"
"2281","214306","JUMAS","false"
"2282","214324","MOBIO","false"
"2283","214364","GALAXY","false"
"2284","214373","ARTISTDESIGN","false"
"2285","214412","NAPA-WINE","false"
"2286","214431","GOSSAMER","false"
"2287","214579","DUALLOGIC","false"
"2288","214602","MEDAR","false"
"2289","214625","OPTIMIX","false"
"2290","214668","ITALK","false"
"2291","214751","ADAMANTIUM","false"
"2292","214755","QUASIMODO","false"
"2293","214777","IRMOS","false"
"2294","214793","TA2","false"
"2295","214853","FESTA","false"
"2296","214856","ALEAR","false"
"2297","214859","CONSEQUENCE","false"
"2298","214889","INTERESTED","false"
"2299","214898","MANCOOSI","false"
"2300","214901","PROMETHEUS","false"
"2301","214911","ICESTARS","false"
"2302","214945","MAGIC","false"
"2303","214948","MD3","false"
"2304","214975","CO-FRIEND","false"
"2305","214986","CONFIDENCE","false"
"2306","214989","AFSID","false"
"2307","214993","FOCUS K 3D","false"
"2308","274327","REST-HYPOXIA","false"
"2309","214994","CARMEN","false"
"2310","215006","MYMEDIA","false"
"2311","215007","M:CIUDAD","false"
"2312","215010","EUROAFRICA-ICT","false"
"2313","215013","Q-IMPRESS","false"
"2314","215024","ADMIRE","false"
"2315","215030","ELITE","false"
"2316","215032","OKKAM","false"
"2317","215036","3PLAST","false"
"2318","215040","ACTIVE","false"
"2319","215056","PICOS","false"
"2320","215068","ALL-TIMES","false"
"2321","215075","3D4YOU","false"
"2322","215078","DIPLECS","false"
"2323","215098","PERSIST","false"
"2324","215132","PRIMEBITS","false"
"2325","215134","SISI","false"
"2326","215143","SCVP","false"
"2327","215150","OPERA","false"
"2328","215167","WIMAGIC","false"
"2329","215175","COMPAS","false"
"2330","215180","IDESA","false"
"2331","215181","COGX","false"
"2332","215190","ROBOCAST","false"
"2333","215216","APPLE-CORE","false"
"2334","215219","SOA4ALL","false"
"2335","215224","GRIFS","false"
"2336","215225","MOMENT","false"
"2337","215231","TREBLE-CLEF","false"
"2338","215244","MOSART","false"
"2339","215248","MY-E-DIRECTOR 2012","false"
"2340","215252","N-CRAVE","false"
"2341","215270","FRONTS","false"
"2342","215271","FACESS","false"
"2343","215280","HELIUM3D","false"
"2344","215282","ROCKET","false"
"2345","215289","EPAL","false"
"2346","215291","PHS2020","false"
"2347","215297","S-PULSE","false"
"2348","215320","EU-MESH","false"
"2349","215327","GEMOM","false"
"2350","215330","SEACOOP","false"
"2351","215350","PRISM","false"
"2352","274553","HISTONE H1","false"
"2353","215366","COMOESTAS","false"
"2354","215370","CHIROPING","false"
"2355","215372","ACTIBIO","false"
"2356","215387","VM","false"
"2357","215412","DIVA","false"
"2358","215417","ASPIRE","false"
"2359","215426","PRODI","false"
"2360","215434","GRAPPLE","false"
"2361","215453","WEKNOWIT","false"
"2362","215455","ROADIDEA","false"
"2363","215462","ETNA","false"
"2364","215475","20-20 3D MEDIA","false"
"2365","215477","CODIV","false"
"2366","215479","MEDNET","false"
"2367","215483","S-CUBE","false"
"2368","215486","BRAIN STORM","false"
"2369","215493","SMILING","false"
"2370","215533","FUTON","false"
"2371","215535","LARKC","false"
"2372","215543","COMBEST","false"
"2373","215549","EFIPSANS","false"
"2374","215554","LIREC","false"
"2375","215584","K-NET","false"
"2376","215594","COSINE2","false"
"2377","215597","MEMI","false"
"2378","215605","RESERVOIR","false"
"2379","215607","EVALUE","false"
"2380","215639","CAPSIL","false"
"2381","215669","EUWB","false"
"2382","215749","SAME","false"
"2383","215750","MOLOC","false"
"2384","215752","GRAND","false"
"2385","215754","OASIS","false"
"2386","215756","MIMICS","false"
"2387","215805","CHRIS","false"
"2388","215821","GRASP","false"
"2389","215832","SWIFT","false"
"2390","215839","PLAYMANCER","false"
"2391","215843","POETICON","false"
"2392","215847","EU-ADR","false"
"2393","215866","SEARISE","false"
"2394","215868","PROTEST","false"
"2395","215874","PAPYRUS","false"
"2396","215876","SERVICE-FINDER","false"
"2397","215881","CRISP","false"
"2398","215890","ALIVE","false"
"2399","215893","REFLECT","false"
"2400","215910","BIOTACT","false"
"2401","215918","80DAYS","false"
"2402","215923","SENSEI","false"
"2403","215934","COMBOLED","false"
"2404","215952","PERFORM","false"
"2405","215995","SHIELDS","false"
"2406","216006","HURRICANE","false"
"2407","216008","PREDATOR","false"
"2408","216023","APIDIS","false"
"2409","216025","BIND","false"
"2410","216026","WOMBAT","false"
"2411","216027","THERAEDGE","false"
"2412","216031","CD-MEDICS","false"
"2413","216041","4WARD","false"
"2414","216048","FAST","false"
"2415","216049","ADOSE","false"
"2416","216064","VIRTUALLIFE","false"
"2417","216068","EIFFEL","false"
"2418","216076","SENDORA","false"
"2419","216088","POCEMON","false"
"2420","216089","SYNERGY","false"
"2421","216100","LAMPETRA","false"
"2422","216104","SFERA","false"
"2423","216105","REAL 3D","false"
"2424","216110","DOTFIVE","false"
"2425","216120","POLYMAP","false"
"2426","216125","ROSSI","false"
"2427","216130","PSIP","false"
"2428","216134","REMINE","false"
"2429","216165","NANOICT","false"
"2430","216166","EUROINDIA","false"
"2431","216171","NANOSIL","false"
"2432","216173","PSIRP","false"
"2433","216176","NANOPACK","false"
"2434","216181","STREAM","false"
"2435","216199","IDSPACE","false"
"2436","216203","DAVINCI","false"
"2437","216211","OLATRONICS","false"
"2438","216214","FLOSSINCLUDE","false"
"2439","216215","CATHERINE","false"
"2440","216217","P2P-NEXT","false"
"2441","216224","MNEMEE","false"
"2442","216227","SPARK II","false"
"2443","216239","DEXMART","false"
"2444","216240","REPLICATOR","false"
"2445","216248","E3","false"
"2446","216256","COIN","false"
"2447","216259","SMOOTHIT","false"
"2448","216267","LIWA","false"
"2449","216269","GEONET","false"
"2450","216270","METABO","false"
"2451","216271","EURIDICE","false"
"2452","216284","SOCRATES","false"
"2453","216287","TAS3","false"
"2454","216295","AMBER","false"
"2455","216312","WALTER","false"
"2456","216331","FORWARD","false"
"2457","216338","DICONET","false"
"2458","216339","TURBINE","false"
"2459","216342","SYMBRION","false"
"2460","216353","SMARTFREIGHT","false"
"2461","216355","SAFERIDER","false"
"2462","216356","MATURE","false"
"2463","216366","EURO-NF","false"
"2464","216372","TRILOGY","false"
"2465","216373","EUROSOI+","false"
"2466","216378","ICT-EMUCO","false"
"2467","216382","SIDAM","false"
"2468","216384","FNIR","false"
"2469","216405","WADIMOS","false"
"2470","216408","SHAPE","false"
"2471","216415","MERASA","false"
"2472","216420","CUTELOOP","false"
"2473","216436","ATHENIS","false"
"2474","216446","NEXOF-RA","false"
"2475","216461","CHRONIOUS","false"
"2476","216462","C-CAST","false"
"2477","216465","SCOVIS","false"
"2478","216471","AVANTSSAR","false"
"2479","216474","COPPER","false"
"2480","216480","SMART-VEI","false"
"2481","216483","PRIMELIFE","false"
"2482","216487","COMPANIONABLE","false"
"2483","216489","ANSWER","false"
"2484","216499","CACE","false"
"2485","216503","MOBILE3DTV","false"
"2486","216513","DIGITALWORLD","false"
"2487","216528","CYBERRAT","false"
"2488","216529","PINVIEW","false"
"2489","216537","REALITY","false"
"2490","216541","MULTI-BASE","false"
"2491","216546","FLAME","false"
"2492","216552","OPEN","false"
"2493","216556","SLA@SOI","false"
"2494","216563","GAP","false"
"2495","216585","INTERSECTION","false"
"2496","216586","ACTORS","false"
"2497","216592","DIADVISOR","false"
"2498","216593","SECO","false"
"2499","216594","CLASSIC","false"
"2500","216634","IST-AFRICA 2008","false"
"2501","216641","FAST2LIGHT","false"
"2502","216647","INEM4U","false"
"2503","216668","VIACARBON","false"
"2504","216676","ECRYPT II","false"
"2505","216679","MOGENTES","false"
"2506","216682","JEOPARD","false"
"2507","216691","MOST","false"
"2508","216693","MULTICUBE","false"
"2509","216695","HEARTCYCLE","false"
"2510","216699","SERVFACE","false"
"2511","216709","HERMES","false"
"2512","216710","VALUE-IT","false"
"2513","216714","CHIANTI","false"
"2514","216715","NEWCOM++","false"
"2515","216721","WINDS-CARIBE","false"
"2516","216732","MOCHA","false"
"2517","216736","SHAMAN","false"
"2518","216746","PROTAGE","false"
"2519","216751","REWIND","false"
"2520","216759","SMARTLM","false"
"2521","216774","CHIMONO","false"
"2522","216777","NABAB","false"
"2523","216785","UCELLS","false"
"2524","216803","CASAGRAS","false"
"2525","216807","SATURN","false"
"2526","216809","RENACHIP","false"
"2527","216815","AMAZOLED","false"
"2528","216820","SENIOR","false"
"2529","216837","ATRACO","false"
"2530","216852","VELOX","false"
"2531","216856","ARAGORN","false"
"2532","216861","SALA+","false"
"2533","216863","BONE","false"
"2534","216867","INCO-TRUST","false"
"2535","216886","PASCAL2","false"
"2536","216888","TECOM","false"
"2537","216890","THINKTRUST","false"
"2538","216916","NEUROCHEM","false"
"2539","216917","MASTER","false"
"2540","216923","SMARTMUSEUM","false"
"2541","216937","SERVICE WEB 3.0","false"
"2542","216946","MOBITHIN","false"
"2543","216949","COJAK","false"
"2544","216967","NESSI 2010","false"
"2545","217014","REDESIGN","false"
"2546","217031","ROMULUS","false"
"2547","217033","WHERE","false"
"2548","217039","MAXIMUS","false"
"2549","217049","AVERT-IT","false"
"2550","217050","AALIANCE","false"
"2551","217061","CASAM","false"
"2552","217067","HYPOLED","false"
"2553","217068","HIPEAC","false"
"2554","217069","COCONUT","false"
"2555","217077","EYESHOTS","false"
"2556","217098","SPIKE","false"
"2557","217122","SARDANA","false"
"2558","217139","DEBUGIT","false"
"2559","217140","IMVIS","false"
"2560","217141","SOCIALNETS","false"
"2561","217148","SF","false"
"2562","222620","ARASCOM","false"
"2563","223824","AÏDA","false"
"2564","223844","CON4COORD","false"
"2565","223849","EUROTRAINING-MST","false"
"2566","223850","NANODATACENTERS","false"
"2567","223854","HD-MPC","false"
"2568","223865","VPHOP","false"
"2569","223866","FEEDNETBACK","false"
"2570","223876","HISTORIC","false"
"2571","223877","IMPPACT","false"
"2572","223882","MEMSPACK","false"
"2573","223888","BEYWATCH","false"
"2574","223894","PASSPORT","false"
"2575","223913","SEMSORGRID4ENV","false"
"2576","223918","PHORCE21","false"
"2577","223920","VPH NOE","false"
"2578","223925","LENVIS","false"
"2579","223927","E-STARS","false"
"2580","223932","INTOPSENS","false"
"2581","223935","SMARTIEHS","false"
"2582","223936","ECODE","false"
"2583","223937","SMART-NET","false"
"2584","223945","EUROFOT","false"
"2585","223951","INTERSAFE-2","false"
"2586","223957","MUTIVIS","false"
"2587","223965","RADICAL","false"
"2588","223975","MOBESENS","false"
"2589","223979","CONTRA CANCRUM","false"
"2590","223984","POBICOS","false"
"2591","223989","ICU","false"
"2592","223994","N4C","false"
"2593","223996","GENESIS","false"
"2594","223998","SENSHY","false"
"2595","224001","TERAMAGSTOR","false"
"2596","224009","ULTRASPONDER","false"
"2597","224012","TIME","false"
"2598","224014","PHOTONICS4LIFE","false"
"2599","224017","ICT-ENSURE","false"
"2600","224024","PERIMETER","false"
"2601","224030","PYTHIA","false"
"2602","224042","MIRSURG","false"
"2603","224044","INCLUSO","false"
"2604","224047","REPLAY","false"
"2605","224051","TREMOR","false"
"2606","224053","CONET","false"
"2607","224058","PHOSFOS","false"
"2608","224067","TELEFOT","false"
"2609","224088","FOT-NET","false"
"2610","224098","PARADISO","false"
"2611","224101","MEMS-4-MMIC","false"
"2612","224119","PII","false"
"2613","224122","OLED100.EU","false"
"2614","224130","NESTER","false"
"2615","224132","MAC-TFC","false"
"2616","224142","MARISE","false"
"2617","224145","ACCESSIBLE","false"
"2618","224151","MEMFIS","false"
"2619","224156","BRAIN","false"
"2620","224161","E4U","false"
"2621","224168","WIDE","false"
"2622","224170","SHARE","false"
"2623","224176","ACTION-GRID","false"
"2624","224189","ULTRA","false"
"2625","224197","TUMESA","false"
"2626","224201","PRECIOSA","false"
"2627","224205","MICROFLUID","false"
"2628","224211","VISIT","false"
"2629","224212","DOTSENSE","false"
"2630","224213","PROSE","false"
"2631","224216","HANDS","false"
"2632","224218","OPNEX","false"
"2633","224226","SURPASS","false"
"2634","224232","PHOTONFAB","false"
"2635","224233","PRODI","false"
"2636","224249","MULTIFORM","false"
"2637","224250","AMI-MOSES","false"
"2638","224251","MINISURG","false"
"2639","224259","SUBTUNE","false"
"2640","224263","ONELAB2","false"
"2641","224272","NEARCTIS","false"
"2642","224274","GIGAS","false"
"2643","224275","EVITA","false"
"2644","224282","GINSENG","false"
"2645","224286","INTUBE","false"
"2646","224287","VITAL++","false"
"2647","224297","ARTREAT","false"
"2648","224306","LABONFOIL","false"
"2649","224309","VAALID","false"
"2650","224312","HELIOS","false"
"2651","224318","DIADEM","false"
"2652","224320","REEB","false"
"2653","224326","APACHE","false"
"2654","224327","CHOSEN","false"
"2655","224328","PREDICTAD","false"
"2656","224330","ADAMS","false"
"2657","224332","SM4ALL","false"
"2658","224335","ARTIC","false"
"2659","224338","FAST-DOT","false"
"2660","224342","PECES","false"
"2661","224344","SELF-NET","false"
"2662","224348","AEGIS","false"
"2663","224350","FLEXWARE","false"
"2664","224353","IRMA","false"
"2665","224356","OPTHER","false"
"2666","224366","DELIGHT","false"
"2667","224369","COMEIN","false"
"2668","224375","BOOM","false"
"2669","224381","PREDICT","false"
"2670","224383","E-FRAME","false"
"2671","224386","SYSTEX","false"
"2672","224390","ARCH","false"
"2673","224395","IPAC","false"
"2674","224402","EURO-FOS","false"
"2675","224409","GIGAWAM","false"
"2676","224416","HYDROSYS","false"
"2677","224428","CHAT","false"
"2678","224442","ATESST2","false"
"2679","224521","POF-PLUS","false"
"2680","224524","FIREWORKS","false"
"2681","224525","NEMSIC","false"
"2682","224538","HAMAM","false"
"2683","224547","PHASORS","false"
"2684","224548","AEOLUS","false"
"2685","224557","BE AWARE","false"
"2686","224559","CEPOSS","false"
"2687","224561","UMSIC","false"
"2688","224565","ARAKNES","false"
"2689","224572","PHOTONICROADSME","false"
"2690","224582","GREENBAT","false"
"2691","224594","NANOMA","false"
"2692","224609","DEHEMS","false"
"2693","224611","HERMES","false"
"2694","224619","RESUMENET","false"
"2695","224621","AIM","false"
"2696","224625","MINIGAS","false"
"2697","224628","SMARTHOUSE/SMARTGRID","false"
"2698","224635","VPH2","false"
"2699","224644","ITETRIS","false"
"2700","224675","HAPTIMAP","false"
"2701","224690","GENESYS","false"
"2702","231148","SCUBE-ICT","false"
"2703","231161","PRESTOPRIME","false"
"2704","231167","CONNECT","false"
"2705","231181","INSEMTIVES","false"
"2706","231199","V-CITY","false"
"2707","231200","QLECTIVES","false"
"2708","231204","SMARTPRODUCTS","false"
"2709","231266","COSPATIAL","false"
"2710","231727","CALBC","false"
"2711","231730","PRO-IDEAL","false"
"2712","231738","PRONTO","false"
"2713","231761","NOTUBE","false"
"2714","231807","EPIWORK","false"
"2715","231809","3D-COFORM","false"
"2716","231824","IRIS","false"
